item_code,item_code_raw,item_name,category,section,severity_guide,check_content,check_purpose,security_threat,reference_note,target,criteria_safe,criteria_vuln,remediation,impact,detail,reference,page_start,page_end,guide_version
W-06,W-06,관리자 그룹에 최소한의 사용자 포함,Windows 서버,Windows 서버 > 1. 계정 관리,상,관리자 그룹에 불필요한 사용자의 포함 여부 점검,"관리자 그룹 구성원에 불필요한 사용자의 포함 여부를 점검하여, 관리 권한 사용자를 최소화하고자 함","Administrators와 같은 관리자 그룹에 속한 구성원은 컴퓨터 시스템에 대한 완전하고 제한 없는
액세스 권한을 가지므로, 사용자를 관리자 그룹에 포함하면 비인가 사용자에 대한 과도한 관리 권한이
부여되어 내부 정보 유출 위험이 존재함","※ 관리 권한의 오남용으로 인한 시스템 피해를 줄이기 위해서 관리 업무를 위한 계정과 일반 업무를
위한 계정을 분리하여 사용하는 것이 바람직함
※ 시스템 관리를 위해서 관리 권한 계정과 일반 권한 계정을 분리하여 운영하는 것을 권고
※ 시스템 관리자는 원칙적으로 1명 이하로 유지하고, 부득이하게 2명 이상의 관리 권한자를 유지해야
할 경우, 관리자 그룹에는 최소한의 사용자만 포함하도록 해야 함","Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022","Administrators 그룹의 구성원을 1명 이하로 유지하거나, 불필요한 관리자 계정이 존재하지 않 는 경우",Administrators 그룹에 불필요한 관리자 계정이 존재하는 경우,Administrators 그룹에 포함된 불필요한 계정 제거,Administrator 그룹에 있는 계정을 잘못 삭제하는 경우 해당 업무에 장애 발생 가능성이 있음,,,182,183,2026
W-07,W-07,Everyone 사용 권한을 익명 사용자에 적용,Windows 서버,Windows 서버 > 1. 계정 관리,중,“Everyone 사용 권한을 익명 사용자에 적용” 정책의 설정 여부 점검,"익명 사용자가 Everyone 그룹으로 사용 권한을 준 모든 리소스에 접근하는 것을 차단하여 비인가자에
의한 접근 가능성을 제한하기 위함","해당 정책이 “사용”으로 설정될 경우 권한이 없는 사용자가 익명으로 계정 이름 및 공유 리소스를
나열하고 이 정보를 사용하여 암호를 추측하거나 DoS(Denial of Service) 공격을 실행할 위험이
존재함","※ DoS(Denial of Service): 관리자 권한 없이도 특정 서버에 처리할 수 없을 정도로 대량의 접속 신
호를 한꺼번에 보내 해당 서버가 마비되도록 하는 해킹 기법","2003, 2008, 2012, 2016, 2019, 2022",“Everyone 사용 권한을 익명 사용자에게 적용” 정책이 “사용 안 함”으로 되어 있는 경우,“Everyone 사용 권한을 익명 사용자에게 적용” 정책이 “사용”으로 되어 있는 경우,“Everyone 사용 권한을 익명 사용자에게 적용”정책을 “사용 안 함”으로 설정,응용프로그램이나 Backup 용도로 Everyone 공유를 사용하지 않는지 확인 필요,,,184,184,2026
W-08,W-08,계정 잠금 기간 설정,Windows 서버,Windows 서버 > 1. 계정 관리,중,사용자 계정 잠금 기간 정책 설정 여부 점검,"로그인 실패 임계값 초과 시 일정 시간 동안 계정 잠금을 실시하여 공격자의 자유로운 비밀번호 유추
공격을 차단하기 위함","로그인 실패 시 일정 시간 동안 계정 잠금을 하지 않은 경우, 공격자의 자동화된 비밀번호 추측 공격이
가능하여, 사용자 계정의 비밀번호 정보가 유출될 위험이 존재함","※ 계정 잠금 기간 설정은 계정 잠금 임계값을 초과한 사용자 계정이 잠기는 시간을 결정함. 잠긴 계정
은 관리자가 재설정하거나 해당 계정의 잠금 유지 시간이 만료되어야 사용할 수 있음
※ 계정 잠금 기간 설정을 사용하면 해당 기간 잠긴 계정은 사용할 수 없으며, 계정 잠금이 해제될 때까
지 접근할 수 없음
※ 계정 잠금 정책: 해당 계정이 시스템으로부터 잠기는 환경과 시간을 결정하는 정책으로 ‘계정 잠금
기간’, ‘계정 잠금 임계값’, ‘다음 시간 후 계정 잠금 수를 원래대로 설정’의 세 가지 하위 정책을 가
짐","Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022",“계정 잠금 기간” 및 “계정 잠금 기간 원래대로 설정 기간”이 60분 이상으로 설정된 경우,“계정 잠금 기간” 및 “잠금 기간 원래대로 설정 기간”이 설정되지 않거나 60분 미만으로 설정된 경우,“계정 잠금 기간” 및 “잠금 기간 원래대로 설정 기간” 60분 이상으로 설정,일반적인 경우 영향 없음,,,185,186,2026
W-09,W-09,비밀번호 관리 정책 설정,Windows 서버,Windows 서버 > 1. 계정 관리,상,계정 비밀번호 관리 정책 설정 여부 점검,"비밀번호 설정 시 복잡성, 최소 비밀번호 길이, 최대/최소 사용 기간을 만족하도록 함","사용자 비밀번호 관리 정책 설정을 만족하지 못하면 무차별 대입 공격(Brute Force Attack)이나
비밀번호 추측 공격(Password Guessing Attack)에 쉽게 크랙 될 위험이 존재함",-,"Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022",계정 비밀번호 관리 정책이 모두 적용된 경우,계정 비밀번호 관리 정책이 모두 적용되어 있지 않은 경우,"비밀번호 복잡성, 최소 비밀번호 길이, 최대/최소 사용 기간을 기준에 맞게 설정",일반적인 경우 영향 없음,,,187,188,2026
W-10,W-10,마지막 사용자 이름 표시 안 함,Windows 서버,Windows 서버 > 1. 계정 관리,중,로그인 화면에 마지막 로그온 사용자 이름을 표시하지 않도록 설정되었는지를 점검,"Windows 로그인 화면에 마지막 로그온한 사용자 이름이 표시되지 않도록 하여 악의적인 사용자에게
계정 정보가 노출되는 것을 차단하고자 함","마지막으로 로그온한 사용자의 이름이 로그온 대화상자에 표시될 경우 공격자는 이를 획득하여
비밀번호를 추측하거나 무작위 공격을 시도할 위험이 존재함","※ Windows 로그인 화면에 마지막 로그온한 사용자 이름이 표시될 경우 주로 콘솔 사용자 및 터미널
서비스 이용자에게 시스템에 존재하는 사용자 계정 정보를 노출함","Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022",“마지막 사용자 이름 표시 안 함”이 “사용”으로 설정된 경우,“마지막 사용자 이름 표시 안 함”이 “사용 안 함”으로 설정된 경우,"※ Windows NT: 마지막으로 로그온한 사용자 이름 표시 안 함 설정
※ Windows 2000: 로그온 스크린에 마지막 사용자 이름 표시 안 함 사용 설정
※ Windows 2003, 2008, 2012, 2016, 2019, 2022: 대화형 로그온: 마지막 사용자 이름 표시 안
함 사용 설정",일반적인 경우 영향 없음,,,189,190,2026
W-11,W-11,로컬 로그온 허용,Windows 서버,Windows 서버 > 1. 계정 관리,중,불필요한 계정의 로컬 로그온을 허용 여부 점검,"불필요한 계정에 로컬 로그온이 허용될 경우를 찾아 비인가자의 불법적인 시스템 로컬 접근을
차단하고자 함","불필요한 사용자에게 로컬 로그온이 허용될 경우 비인가자를 통한 권한 상승을 위한 악성 코드 실행
위험이 존재함","※ “로컬로 로그온 허용” 권한은 시스템 콘솔에 로그인을 허용하는 권한으로 반드시 콘솔 접근이 필요
한 사용자 계정에만 해당 권한을 부여해야 함
※ IIS 서비스를 사용할 경우 이 권한에 IUSR_<ComputerName > 계정을 할당함","Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022","로컬 로그온 허용 정책에 Administrators, IUSR_ 만 존재하는 경우","로컬 로그온 허용 정책에 Administrators, IUSR_ 외 다른 계정 및 그룹이 존재하는 경우","Administrators, IUSR_ 외 다른 계정 및 그룹의 로컬 로그온 제한","Administrators, IUSR_ 계정 외 로컬에서 접속이 필요한 계정 삭제 시 사용 중인 서비스에 장애를 줄
수 있음",,,191,191,2026
W-12,W-12,익명 SID/이름 변환 허용 해제,Windows 서버,Windows 서버 > 1. 계정 관리,중,익명 SID/이름 변환 정책 적용 여부 점검,"익명 SID/이름 변환 정책을 “사용 안 함”으로 설정하여, SID(보안 식별자)를 사용하여 관리자 이름을
찾을 수 없도록 하기 위함","해당 정책이 “사용함”으로 설정될 경우 로컬 접근 권한이 있는 사용자가 잘 알려진 Administrator
SID를 사용하여 Administrator 계정의 실제 이름을 알아낼 수 있으며 암호 추측 공격 위험이 존재함","※ 해당 정책이 설정될 경우 익명 사용자가 다른 사용자의 SID(보안 식별자) 특성을 요청할 수 있음
※ “사용 안 함”으로 정책을 설정할 경우 Windows NT 도메인 환경에서 통신 불가능하게 될 수 있음","Windows 2003, 2008, 2012, 2016, 2019, 2022",“익명 SID/이름 변환 허용” 정책이 “사용 안 함”으로 설정된 경우,“익명 SID/이름 변환 허용” 정책이 “사용”으로 설정된 경우,“네트워크 액세스: 익명 SID/이름 변환 허용” 정책 “사용 안 함” 설정,일반적인 경우 영향 없음,,,192,192,2026
W-13,W-13,콘솔 로그온 시 로컬 계정에서 빈 암호 사용 제한,Windows 서버,Windows 서버 > 1. 계정 관리,중,콘솔 로그인 시 빈 비밀번호 사용 가능 여부 점검,빈 비밀번호를 가진 계정의 콘솔 및 네트워크 서비스 접근을 차단하기 위함,"해당 정책이 “사용 안 함”으로 설정될 경우 빈 비밀번호를 가진 로컬 계정에 대하여 터미널 서비스(원격
데스크톱 서비스), Telnet 및 FTP와 같은 네트워크 서비스의 원격 대화형 로그온이 가능하여, 시스템
내부 정보 유출 위험이 존재함","※ 윈도우 원격 제어(mstsc)는 보안상 계정에 비밀번호가 걸린 계정만 접속하도록 하고 있으나 해당
정책을 활성화하면 계정에 비밀번호가 걸려 있지 않아도 원격 제어가 가능함","Windows 2003, 2008, 2012, 2016, 2019, 2022",“콘솔 로그온 시 로컬 계정에서 빈 암호 사용 제한” 정책이 “사용”인 경우,“콘솔 로그온 시 로컬 계정에서 빈 암호 사용 제한” 정책이 “사용 안 함”인 경우,“계정: 콘솔 로그온 시 로컬 계정에서 빈 암호 사용 제한” 정책을 “사용”으로 설정,일반적인 경우 영향 없음,,,193,193,2026
W-14,W-14,원격터미널 접속 가능한 사용자 그룹 제한,Windows 서버,Windows 서버 > 1. 계정 관리,중,원격터미널 사용자 그룹 내 비인가자 포함 여부 점검,비인가자의 원격터미널 접속을 제한하기 위함,"원격터미널의 그룹이나 계정을 제한하지 않으면 임의의 사용자가 원격으로 접속하여 해당 서버에
정보를 변경하거나 정보가 유출될 위험이 존재함",※ 컴퓨터 관리 > 로컬 사용자 및 그룹 > Remote Desktop Users 그룹에서 추가 가능,"Windows 2003, 2008, 2012, 2016, 2019, 2022","(관리자 계정을 제외한) 원격 접속이 가능한 계정을 생성하여 타 사용자의 원격 접속을 제한하고, 원격 접속 사용자 그룹에 불필요한 계정이 등록되어 있지 않은 경우",(관리자 계정을 제외한) 원격 접속이 가능한 별도의 계정이 존재하지 않는 경우,"관리자 계정과 이외의 계정을 생성, 권한을 제한 사용 설정",일반적인 경우 영향 없음,,,194,195,2026
W-15,W-15,사용자 개인키 사용 시 암호 입력,Windows 서버,Windows 서버 > 2. 서비스 관리,상,사용자 개인 키 사용 시 비밀번호 입력 여부 점검,"디지털 인증서 소유자와 발급 기관 모두 컴퓨터, 저장 장치 또는 개인 키를 보관 사용하는 보호 해야 함","사용자 개인 키 암호 입력을 사용하지 않을 경우, 공격자는 해당 키를 사용하여 네트워크 인프라에
액세스해 데이터 유출 등의 위험이 존재함","※ PKI의 초석은 정보를 암호화하거나 디지털 서명하는 데 사용되는 개인 키로 도난당하게 되면 공격
자가 개인 키를 사용하여 문서에 디지털 서명하고 인증된 사용자인 것처럼 가장할 수 있으므로 PKI
를 통해 얻은 인증 및 부인 방지가 손상됨","Windows 2016, 2019, 2022",사용자 개인 키를 사용할 때마다 암호 입력을 받는 경우,사용자 개인 키를 사용할 때마다 암호 입력을 받지 않는 경우,"“시스템 암호화: 컴퓨터에 저장된 사용자 키에 대해 강력한 키 보호 사용” 정책을 “키를 사용할 때마다
암호를 매 번 입력해야 함”으로 적용",일반적인 경우 영향 없음,,,196,196,2026
W-16,W-16,공유 권한 및 사용자 그룹 설정,Windows 서버,Windows 서버 > 2. 서비스 관리,상,공유 디렉터리 내 Everyone 권한 존재 여부 점검,"기본 공유인 C$, D$, Admin$, IPC$ 등을 제외한 공유 폴더에 Everyone 그룹으로 공유되는 것을
금지하여 익명 사용자의 접근을 차단하기 위함","Everyone이 공유계정에 포함되어 있으면 익명 사용자의 접근이 가능하여 내부 정보 유출 및 악성 코드
감염 위험이 존재함",-,"Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022",일반 공유 디렉터리가 없거나 공유 디렉터리 접근 권한에 Everyone 권한이 없는 경우,일반 공유 디렉터리의 접근 권한에 Everyone 권한이 있는 경우,공유 디렉터리 접근 권한에서 Everyone 권한 제거 후 필요한 계정 추가,응용프로그램이나 Backup 용도로 Everyone 공유를 사용하는 경우 해당 작업에 영향 가능,,,197,197,2026
W-17,W-17,하드디스크 기본 공유 제거,Windows 서버,Windows 서버 > 2. 서비스 관리,상,하드디스크 기본 공유 제거 여부 점검,하드디스크 기본 공유를 제거하여 시스템 정보 노출을 차단하고자 함,"Windows는 프로그램 및 서비스를 네트워크나 컴퓨터 환경에서 관리하기 위해 시스템 기본 공유
항목을 자동으로 생성함. 이를 제거하지 않으면 비인가자가 모든 시스템 자원에 접근할 수 있는 위험한
상황이 발생할 수 있으며 이러한 공유 기능의 경로를 이용하여 바이러스가 침투 위험이 존재함","※ 기본 공유: 관리 목적으로 자동 생성되는 공유 드라이브(Administrative share). 이러한 드라이브
들은 C$, D$, E$ 등과 같이 이름 뒤에 $가 붙어서 숨겨진 공유로 처리되며, Windows 2000, XP
에서는 관리자 ID와 Password를 알고 있으면 네트워크를 통해 이러한 공유 드라이브들에 자유롭
게 접근할 수 있음. 그러나 이후 버전 Windows에서는 보안상의 이유로 로컬 시스템의 관리자가 네
트워크를 통해 시스템을 관리하지 못하도록 기본적으로 차단됨","Windows NT, 2000, 2003, 2008, 2012, 2016, 2019, 2022",레지스트리의 AutoShareServer (WinNT: AutoShareWks)가 0이며 기본 공유가 존재하지 않 는 경우,레지스트리의 AutoShareServer (WinNT: AutoShareWks)가 1이거나 기본 공유가 존재하는 경우,"기본 공유 중지 후 레지스트리 값 설정(IPC$, 일반 공유 제외)","Active Directory, Clustered system에서 적용 시 영향 있음
Active Directory: 중앙 집중화된 자원 관리를 위한 계층적 디렉터리 서비스
Clustered system: 여러 개의 시스템을 결합하여 사용함",,,198,199,2026
